date,hour,link,token,price,title,description
2024-06-24,10:34:44,https://www.yad2.co.il/realestate/item/e0c91v17?opened-from=feed&component-type=main_feed&spot=platinum&location=1&pagination=656,e0c91v17,"1,630,000 ₪","שדרות ירושלים 2
דירה, לוד
3 חדרים • קומה 3 • 84 מ״ר","דירה, לוד"
2024-06-24,10:34:44,https://www.yad2.co.il/realestate/item/uc93287w?opened-from=feed&component-type=main_feed&spot=platinum&location=2&pagination=656,uc93287w,"7,490,000 ₪","אלכסנדר סשה ארגוב 31
דופלקס, המשתלה, תל אביב יפו
4.5 חדרים • קומה 2 • 132 מ״ר","דופלקס, המשתלה, תל אביב יפו"
2024-06-24,10:34:45,https://www.yad2.co.il/realestate/item/uen5c6fq?opened-from=feed&component-type=main_feed&spot=platinum&location=3&pagination=656,uen5c6fq,"7,980,000 ₪","סמטת נוף ילדות
בית פרטי/ קוטג', הרצליה ב', הרצליה
7 חדרים • קומה קרקע • 230 מ״ר","בית פרטי/ קוטג', הרצליה ב', הרצליה"
2024-06-24,10:34:45,https://www.yad2.co.il/realestate/item/imkguaxh?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=656,imkguaxh,"4,300,000 ₪","אבן גבירול
דירה, תל אביב יפו
4 חדרים • קומה 2 • 80 מ״ר","דירה, תל אביב יפו"
2024-06-24,10:34:45,https://www.yad2.co.il/realestate/item/g6wfic15?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=656,g6wfic15,"7,000,000 ₪","עדעד
משק חקלאי/ נחלה, עומר
קומה קרקע • 2018 מ״ר","משק חקלאי/ נחלה, עומר"
2024-06-24,10:34:46,https://www.yad2.co.il/realestate/item/1bo2hux4?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=656,1bo2hux4,"3,880,000 ₪","פלח שבע
בית פרטי/ קוטג', פלח שבע, באר שבע
5 חדרים • קומה קרקע • 490 מ״ר","בית פרטי/ קוטג', פלח שבע, באר שבע"
2024-06-24,10:34:46,https://www.yad2.co.il/realestate/item/cf8kv7sq?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=656,cf8kv7sq,"16,500,000 ₪","תל ברוך
דו משפחתי, תל ברוך, תל אביב יפו
8 חדרים • קומה קרקע • 470 מ״ר","דו משפחתי, תל ברוך, תל אביב יפו"
2024-06-24,10:34:46,https://www.yad2.co.il/realestate/item/bqqmjspa?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=656,bqqmjspa,"2,090,000 ₪","ביל""ו
דירה, מרכז, קרית עבודה, חולון
2 חדרים • קומה 6 • 60 מ״ר","דירה, מרכז, קרית עבודה, חולון"
2024-06-24,10:34:47,https://www.yad2.co.il/realestate/item/qi6hh6cy?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=656,qi6hh6cy,"2,690,000 ₪","דירה, אור עקיבא
5 חדרים • קומה 6 • 158 מ״ר","דירה, אור עקיבא"
2024-06-24,10:34:48,https://www.yad2.co.il/realestate/item/x0h386wk?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=656,x0h386wk,"3,080,000 ₪","שלמה המלך
דירת גן, תל אביב יפו
2 חדרים • קומה 1 • 70 מ״ר","דירת גן, תל אביב יפו"
